,Start,End,Speaker,Text
430,0:15:36,0:15:57,SPEAKER 1," Hi.  Nirav Patel, Hayrill, Massachusetts.  Mr.  Buffett,  Mr.  Munger,  it seems like you've found the sweet spot between being too conservative and too aggressive as investors.  Do you ever make bad investment decisions because of your emotions?  And what do you do to try to keep that from happening? "
431,0:16:01,0:16:02,SPEAKER 2," Well, we make  bad investment decisions."
432,0:16:05,0:16:07,BUFFETT, Plenty of times.
433,0:16:08,0:16:11,SPEAKER 1," I make more than Charlie because I like to think it's because I make more decisions,  but probably more bad."
434,0:16:13,0:16:13,SPEAKER 6, I think average is worse.
435,0:16:15,0:16:28,BUFFETT, But I can't recall any time in the history of Berkshire that we made an emotional decision.
436,0:16:28,0:16:33,SPEAKER 1," I know the movie had Jamie Lee in there,  but that was for laughs. "
437,0:16:34,0:16:37,BUFFETT," Jamie Lee,  she's good, but she's not good enough to get me or Charlie to make an emotional decision.  Charlie,  I'm sure you have something to add on that."
438,0:16:53,0:17:02,SPEAKER 7," Well, it's a different movie than is shown at most corporate meetings. "
439,0:17:02,0:17:23,SPEAKER 1," Yeah.  But  have we ever made an emotional decision?  No.  That's in business we're talking about.  Yeah.  No, you don't want to be a no emotion person in all of your life,  but you definitely want to be a no emotion person in making an investment or business decision. "
440,0:17:23,0:17:36,SPEAKER 6," But you can argue that.  We probably I would say that we've  made an emotional decision, perhaps. And when a manager has been with us for some period and we haven't, we've ignored the fact that perhaps they weren't quite what they were earlier."
441,0:17:56,0:18:00,SPEAKER 1, But  our businesses are so good that they've run better sometimes.
442,0:18:02,0:18:15,BUFFETT," I've talked about  Westco, for example, the wonderful Louisville Incentive, and it ran on automatic pilot for a while,  but I don't think we suffered by it. "
443,0:18:15,0:18:16,SPEAKER 3," But  you can argue that if Charlie and I hadn't liked  Louis as much as we did,  we might have spotted it a little bit early, but I don't think it made any difference in the results."
444,0:18:25,0:18:26,BUFFETT," Would you agree with that, Charlie? "
445,0:18:28,0:18:38,SPEAKER 1," Yeah, I agree totally with it.  And I'm glad we behaved the way we did at Westco.  By the way,  we  bought the thing for a few tens of millions and it became worth two or three billion.  Yeah, that wasn't common in the savings and loan business,  as you may have noticed."
446,0:18:50,0:18:55,BUFFETT, They really went crazy in that industry.  And we had a wonderful guy in Louis.
447,0:18:57,0:18:59,SPEAKER 7, We didn't go crazy.
448,0:18:59,0:19:00,SPEAKER 3," Yeah, we didn't go crazy. "
449,0:19:00,0:19:05,SPEAKER 1," OK,  Becky. "
450,0:19:06,0:19:46,SPEAKER 6," This question comes from Ben Noll in Minneapolis.  He says he's a Berkshire shareholder of three decades and he's attended many Berkshire meetings.  He's here again this year.  And this is addressed to Ajit and Greg.  He says last year I asked you about how GEICO and BNSF appeared to lose ground to their leading competitors,  GEICO on telematics and BNSF on precision scheduled railroading.  Ajit, you responded by saying how you expected GEICO to make progress in a year or two.  Greg, you spoke about your pride in BNSF,  but you didn't directly address the threat of precision scheduled railroading.  Will each of you please provide perspective on these competitive challenges and our company's strategies to address them? "
451,0:19:46,0:20:19,SPEAKER 10," In  terms of GEICO and telematics,  let me make the observation that GEICO has certainly taken the bull by the horns and has made rapid strides in terms of trying to bridge the gap in terms of telematics and its competitors.  They have now reached a point where on all new business,  close to 90% has a telematics  input to the pricing decision. "
452,0:20:20,0:20:21,SPEAKER 1," Unfortunately,  less than half of that is being taken up by the policyholders.  The other point I want to make is even though we have made improvements  in terms of bridging the gap on telematics,  we still haven't started to realize the true benefit  and the real culprit or the bottleneck is technology.  GEICO's technology needs a lot more work than I thought it did.  It has more than 500,  actually more than 600 legacy systems that don't really talk to each other  and we are trying to compress them to no more than 15,  16 systems that all talk to each other.  That's a monumental challenge and because  of that, even though we have made improvements in telematics,  we still have a long way to go  because of technology.  Because of that and because of the whole issue more  broadly in terms of matching rate to risk,  GEICO is still a work in progress.  I don't know if any of you had a chance to look at the first quarter results,  but GEICO has had  a very good first quarter coming in at a combined ratio of 93 and change,  which means a margin  of six and change.  Even though that's very good,  it's not something we can take to the bank  because there are two unusual items that contributed to it.  Firstly,  we've had what is called prior year reserve releases.  We've reduced reserves for the previous years and  that contributed to it.  And secondly, every year, the first quarter tends to be a seasonally  good quarter for auto insurance  writers.  So if you adjust those two factors,  my guess is the end of the year,  GEICO will end up  with a combined ratio just south of 100 as opposed to the target they're shooting for is 96.  I hope they reach the target of 96 by the end of next year, but instead of getting too excited about it,  I think it's important to realize that even if we reach 96,  it will come at the expense of having lost policy holders.  There is a tradeoff between profitability and growth and clearly,  we're going to emphasize  profitability and not growth and that will come at the expense of policy holders.  So it will not be until two years from now that we'll be back on track  fighting the battles on both the profitability and growth front.  Garden?  Yep.   Moving to BNSF.  I'll start again by expressing great pride in the BNSF team.  We have an exceptional group of led by Katie and her managers that show up every day to do great work on the railroad.  At the same time,  they would be the first to acknowledge there's more to be done there.  The specific reference to precision scheduled railroading.  The other large railroad,  Class A railroads in the U.S.  follow that and including the two in Canada.  We're well aware of what they're doing and obviously pay close attention to their operating metrics.  Our team strives every day to be more efficient, obviously.  I would say we balance it with the needs of our customers.  If I look back to pre-2022,  so we look at the three-year period of 2019,  2020,  2021,  the BNSF team made significant progress on their efficiencies and delivering overall value back to the shareholders and to their customers.  And at the same time,  maintaining a very safe railroad for our employees.  So we're making excellent progress.  That didn't stop last year.  They made great progress again.  The reality in 2022 is we did go through a period of time where we had to  call it reset the railroad.  We came out of the pandemic.  There were the supply challenges.  We had certain other labor issues and other things going on at the port.  And the reality is our team prioritized getting the railroad back in place for the long term,  not a short-term focus on hitting certain operating metrics.  And in 2022, we're well aware of where we were relative to those metrics.  But the real focus was to get the railroad reset in a safe manner such that we could deliver long-term value and long-term service  to our customers.  And that's really what we'll continue to see with that team.  There'll be continual progress.  There'll be years where it's not as quickly or even we go backwards.  But over the long term,  we'll see exceptional results from that team and couldn't be more proud that we have that asset.  Thank you.  I would  just –  well, he deserves – both of them deserve applause.  I would like to add one thing.  The –  at GEICO, Todd Combs was the chief choice, my choice,  go back to GEICO to work on the problem of matching rate to risk, which is what insurance is all about.  And he arrived with exquisite timing right before the pandemic broke out and all kinds of things changed.  But "
