,Start,End,Speaker,Text
60,0:09:31,0:09:33,SPEAKER 4," Well, in that case, I won't ask anybody else. "
61,0:09:33,0:09:34,BUFFETT," Okay, Becky. "
62,0:09:35,0:10:23,SPEAKER 2," Alright, this question comes from Almu Grinnell.  And it's about...  This is for Warren and Greg.  Since 2019,  Berkshire repurchased huge amounts of stock about approximately reducing 10% of the share count and increasing the intrinsic value per share for the continuing shareholders.  Greg is expected to be the successor of Warren as CEO.  So will he be in charge of the main capital allocation decisions,  including future share buybacks?  Greg has been key in the development of Berkshire Hathaway Energy and I think a good capital allocator.  Does he...  Has he been involved in the share repurchases that have been executed over the past years?  And do you, both Warren and Greg,  work together in the estimation of Berkshire's intrinsic value and the share buyback decisions? "
63,0:10:24,0:10:35,BUFFETT," Well, the answer is that Greg...  I'm going to turn it over to him,  but the answer is Greg understands capital allocation as well as I do.  And that's looking for us.  And he will make those decisions, I think, very much in the same framework as I would make him.  And we've laid out that framework now for 30 years,  or something like that.  People make it way more complicated than...  I mean, particularly if you're working on a doctorate or something,  it's just a great subject to have lots of footnotes and 50 pages or other pages.  But it's no more complicated than you and I and Charlie had a business and  you wanted to sell your interest and we could buy it for less than we thought it was worth. And without a misleading..."
64,0:11:11,0:11:18,SPEAKER 4," You want any way about what was going on and we'd buy it.  But Greg,  you're on because you're going to be doing it in the future. "
65,0:11:19,0:11:52,BUFFETT," Right?  Yeah, well, I think Warren, you said it really well.  I mean, the framework's been laid out.  We know how you approach it and how you and Charlie have approached it.  And really don't see that framework changing when the opportunity presents itself.  We'll want to be an active repurchaser of Berkshire shares.  We think it's a great outcome for Berkshire.  Sure, sure.  Well, there's a larger piece of each of our operating businesses and the portfolio,  the equity companies,  when the opportunity presents itself. "
66,0:11:52,0:11:56,SPEAKER 4, It can be the dumbest thing you can do or it can be the smartest thing you can do.
67,0:11:56,0:11:57,BUFFETT, And...
68,0:11:57,0:12:51,SPEAKER 4," To make it more complicated than that and start getting into all this...  But you obviously do what the business needs to do first.  The opportunities are there.  Grow your present business,  buy additional business, whatever it may be.  And then you make a decision on dividends but that decision becomes pretty irrevocable because you don't cut dividends without having major effects in your shareholder base and a lot of things.  And then if you've got ample capital and you don't see that you're going to use it all and you're stocked,  it's attractive and it's not a good thing.  It enhances the intrinsic value for the remaining shareholders.  It's an old-brainer and if it's above the price of intrinsic value,  it's an old-brainer that you don't even listen to anybody,  no matter what investment banker comes in and tells you here's how to do a repurchase program. "
69,0:12:52,0:12:52,BUFFETT, Okay.
70,0:12:54,0:12:54,SPEAKER 4, Station one.
71,0:12:54,0:13:30,BUFFETT," I'm Tom Nelson,  a podcaster from North Oaks,  Minnesota.  Charlie,  in 2022,  you used phrases like really massively stupid,  massive kind of ignorance and crazy to describe what you said was the 30% of Americans hesitant to submit themselves to untested mRNA co-op  mRNA COVID gene therapy.  Do you stand behind those quotes today?  Yeah, sure. "
72,0:13:31,0:13:42,SPEAKER 4," Well, we got time for one more than before lunch. "
73,0:13:43,0:13:46,BUFFETT, Becky?  Okay.
74,0:13:47,0:13:50,SPEAKER 2, I thought I was out.
75,0:13:50,0:14:01,BUFFETT," Let's see.  Uh,  how about...  Let's see here.  Uh... "
76,0:14:01,0:14:02,SPEAKER 4," It's gonna be a hob on lunch pretty soon,  but...  No, no, okay.  Let's check that one for you."
77,0:14:04,0:14:23,SPEAKER 2," This one comes from Drew Estes.  This is a question for Warren.  In your 1969 letter to partners,  you said, in any company where the founder and chief driving force behind the Enterprise is still active,  it's still very difficult to evaluate second men.  The only real way to see how someone is going to do when...  when you're in a business,  you're going to be in a business.  When running a company is to let them run it.  This wise statement now applies to Berkshire.  Once the second men are running Berkshire,  what would you advise owners of Berkshire to watch for?  Specifically what actions, if taken,  should give us concern?"
78,0:14:37,0:14:46,SPEAKER 4," Well, I think I would do...  I would have some comfort in the fact that 99% of my net worth is in that company.  So, I probably got a stronger interest in it.   And...  and perhaps 100 billion or more philanthropy will be affected by it."
79,0:14:51,0:14:54,BUFFETT, And...  uh...  But...
80,0:14:55,0:15:10,SPEAKER 4," I would say that I don't have a second choice.  I mean, it is that tough to find,  but I've also seen...  Greg in action that I feel 100% comfortable and...  uh...  uh... And like I say, I don't know...  Something happened to Greg."
81,0:15:17,0:15:18,BUFFETT," I would tell the directors,  you know, they have a problem and they won't...  I  don't have anybody to name and if they put somebody in,  Berkshire on automatic pilot can work extremely well for a long time.  I mean, it doesn't... "
82,0:15:33,0:15:34,SPEAKER 4, It doesn't like the businesses go away or anything.   Sort.  Uh...  And you can't...  It's hard to judge...  successor management... in a really good business.  Because if they...
83,0:15:48,0:15:50,BUFFETT," If they don't show up at the office,  it'll keep working for a long time.  And maybe...  Maybe that..."
84,0:15:55,0:15:58,SPEAKER 4," Black event, useful input...  uh... may show itself in five years..."
85,0:16:00,0:16:09,BUFFETT," I mean, it may go a long, long,  long time.  And...  uh...  How... "
86,0:16:09,0:16:20,SPEAKER 4," How are the shareholders...  you know, advised by a bunch of people that are concerned about whether you're meeting earnings projections or something,  telling them whether the management's any good thing? "
87,0:16:20,0:16:21,BUFFETT," Like,  you know,  it is very, very hard.  It's very hard.  I've been on the board of 20 companies.  It's very hard to...  If you ask me to rank the management of each one... uh...  It's...  uh..."
88,0:16:33,0:16:33,SPEAKER 2, It's...
